Help #,Help Name,
2053,"Browse - STUKIDENTIFICATI",
2054,"Browse - KOPPEL_TKCODES_B",
2055,"Browse - TELEKURS_HXD",
2056,"Browse - TELEKURS_FAD",
2057,"Browse - TELEKURS_FZD",
2058,"Browse - TELEKURS_FTD",
2059,"Browse - TELEKURS_IAD",
2060,"Browse - REFRESH_RELATIES",
2061,"Browse - REFRESH_GELDREKE",
2062,"Browse - RATINGS",
2063,"Browse - FONDSSET",
2064,"Browse - INDEX_PER_FONDS",
2065,"Browse - INDICES_PER_BEUR",
2066,"Browse - WEGINGSFAC_RATIN",
2067,"Browse - INTERNE_RATING_W",
2068,"Browse - DERIVATIVE_TRANS",
2069,"Browse - STOCKS_TRANSACTI",
2070,"Browse - DERIVATIVE_POSIT",
2071,"Browse - STOCKS_POSITIONS",
2072,"Browse - VERTALINGSTEKSTE",
2073,"Browse - VERTALINGEN",
2074,"Browse - STANDAARDTEKSTEN",
2075,"Browse - MIS_TRANSACTIES",
2076,"Browse - MIS_POSITIES",
2077,"Browse - MIS_INSTR_STAND_",
2078,"Browse - OVERSTAND_TELLER",
2079,"Browse - MIS_OVERZICHT",
2080,"Browse - RIPRO_OVERZICHT",
2081,"Browse - I_O_KANALEN",
2082,"Browse - DC_TABELGEGEVENS",
2083,"Browse - GEBRUIKERS",
2084,"Browse - SYSTEEMGEGEVENS",
2085,"Browse - VERWERKINGEN",
2086,"Browse - VERWERKINGPARS",
2087,"Browse - MAILBOXEN",
2088,"Browse - VERWERKINGPARWAA",
2089,"Browse - STAPPARS",
2090,"Browse - PROCESSEN",
2091,"Browse - PROCESSTAPPEN",
2092,"Browse - PROCESSTAPPARWAA",
2093,"Browse - AUTORISATIES",
2094,"Browse - BOODSCHAPPEN",
2095,"Browse - LOGBOEK",
2096,"Browse - DC_PRINTERS",
2097,"Browse - STAPPEN",
2098,"Browse - MAIL_DATA",
2099,"Browse - STORTING_INTERME",
2100,"Browse - INTERMEDIAR_PROV",
2101,"Browse - BRANCHES",
2102,"Browse - BRANCHEGROEP",
2103,"Browse - BRANCHES_IN_GROE",
2104,"Browse - MENU",
2105,"Browse - MENUSTRUCTUUR",
2106,"Browse - PROGRAMLIST",
2107,"Browse - REQUEST_FOR_TRAN",
2108,"Browse - REQUEST_FOR_TRAN",
2109,"Browse - REQUEST_FOR_TRAN",
2110,"Browse - CONFIRMATION_OF_",
2111,"Browse - QUERIES",
2112,"Browse - FREE_FORMAT_MESS",
2113,"Browse - EXTERNE_CODES",
2114,"Browse - PERIODIEKE_OPDRA",
2115,"Browse - REVISIE_HEADER",
2116,"Browse - REVISIE_DETAIL",
2117,"Browse - HEADER_MODELPORT",
2118,"Browse - HEADER_PROFIEL",
2119,"Browse - BERICHTEN",
2120,"Browse - VELDEN",
2121,"Browse - VELDENPICTURES",
2122,"Browse - BLOKKEN",
2123,"Browse - MESSAGEOPBOUW",
2124,"Browse - QUALIFIERWAARDE",
2125,"Browse - DATAWAARDEN",
2126,"Browse - ISSUERWAARDEN",
2127,"Browse - TOEGESTANE_CHARS",
2128,"Browse - ISSUERZOOM",
2129,"Browse - VELDFUNCTIES",
2130,"Browse - VELDFUOMSCHRIJVI",
2131,"Browse - BERICHTEN_KLANTE",
2132,"Browse - FS_INSTELLINGEN",
2133,"Browse - FT_TEMPLATES",
2134,"Browse - FP_PLANNING",
2135,"Browse - FAP_AANVRAAG_OBV",
2136,"Browse - FV_VALUTAS",
2137,"Browse - FM_FONDS_MATCHIN",
2138,"Browse - FO_OPGETREDEN_FO",
2139,"Browse - FV_VALORENNUMMER",
2140,"Browse - FF_FOUTOMSCHRIJV",
2141,"Browse - OP_OP_TE_VRAGEN_",
2142,"Browse - OF_OP_TE_VRAGEN_",
2143,"Browse - FAF_AANVRAAG_OBV",
2144,"Browse - PRODUCTCONVERSIE",
2145,"Browse - PRODUCTCONVERSIE",
2146,"Browse - PRODUCTCONVERSIE",
2147,"Browse - PRODUCTCONVERSIE",
2148,"Browse - PRODUCTCONVERSIE",
2149,"Browse - PRODUCTCONVERSIE",
2150,"Browse - CP_GECOMPENSEERD",
2151,"Browse - EK_EFFCT_KREDT_B",
2152,"Browse - HP_HOOFDREK_NA_P",
2153,"Browse - NB_NIET_BEREKEND",
2154,"Browse - SR_SCHAALTAR_REN",
2155,"Browse - CR_COMPENSATIE_R",
2156,"Browse - AT_AFSPRAAK_TABE",
2157,"Browse - RT_RAPPORT_TOTAL",
2158,"Browse - VS_VALUTAIR_SALD",
2159,"Browse - ST_SCHAALTARIEF_",
2160,"Browse - GROUPS",
2161,"Browse - SECURITY_PARAMET",
2162,"Browse - USER_PASSWORDS",
2163,"Browse - USER_ASSIGNED_TO",
2164,"Browse - GROUP_SECURITY",
2165,"Browse - LOGGING",
2166,"Browse - INFORMATIE_HEADE",
2167,"Browse - CASHDIVIDENDINFO",
2168,"Browse - OVERIGECORP_ACT_",
2169,"Browse - TEKSTBESTANDPERD",
2170,"Browse - VALORSELECTIE",
2171,"Browse - USER_HISTOGRAMS",
2172,"Browse - USER_TABLES",
2173,"Browse - USER_TAB_COLUMNS",
2174,"Browse - NLS_SESSION_PARA",
2175,"Browse - LOCKS",
2176,"Browse - USER_TRIGGERS",
2177,"Browse - VW_MUTATIELOG_KE",
2178,"Browse - MUTATIELOG_OMSCH",
2179,"Browse - TABLES",
2180,"Browse - MENUS_EIB",
2181,"Browse - PROGRAMS_EIB",
2182,"Browse - EXTERNALKEYTABLE",
2183,"Browse - TRANSLATIONS_TAB",
2184,"Browse - WWW_TEMPLATES",
2185,"Browse - LISTBOXEN",
2186,"Browse - ORDER_STATUSES",
2187,"Browse - WWWSYSTEMTABLE",
2188,"Browse - WWWSID",
2189,"Browse - WWWLOGGING",
2190,"Browse - WWWUSERS",
2191,"Browse - WWWOPTIONS",
2192,"Browse - WWWUSEROPTIONS",
2193,"Browse - WWWOPTFUTFONDSOW",
2194,"Browse - WWWSEARCHGROUPS",
2195,"Browse - WWWSECURITIESSEA",
2196,"Browse - WWWSECURITIESUSE",
2197,"Browse - WWW_TMP_USEROPTI",
2198,"Browse - WWW_ADVISORS",
2199,"Browse - WWW_MAIN_GROUPS",
2200,"Browse - WWW_TRADINGTOOL_",
2201,"Browse - WWW_TRADINGTOOL_",
2202,"Browse - WWW_TMP_ORDERRUL",
2203,"Browse - WWW_MESSAGEBOARD",
2204,"Browse - WWW_AP_WB_SESSIE",
2205,"Browse - WWW_FVRZ_ORDERS",
2206,"Browse - EIB_VERZORDERS",
2207,"Browse - INTERNET_PERFORM",
2208,"Browse - WWW_USER_MESSAGE",
2209,"Browse - WWW_GENERIC_TEMP",
2210,"Browse - WWW_PROFILES_HEA",
2211,"Browse - WWW_PROFILES_DET",
2212,"BrowseS - WWW_ORDERS",
2213,"BrowseS - WWW_ORDER_DETAI",
2214,"Browse - WWW_ORDERSWORKFI",
2215,"Browse - MESSAGES",
2216,"Browse - ZENDSTATUSBERICH",
2217,"Browse - NIEUWEBERICHTEN",
2218,"Browse - BERICHTENTOEGANG",
2219,"Browse - ZENDSTATUSBERICH",
2220,"Browse - BROKER_STATISTIC",
2221,"Browse - HOST_REQUEST_SUM",
2222,"Browse - REGISTERED_APPLI",
2223,"Browse - REGISTERED_RT",
2224,"Browse - REQUEST_QUEUE",
2225,"Browse - SERVICES_SERVERS",
2226,"Browse - PID_PROCESIDS",
2227,"Browse - ER_ERRORCODES",
2228,"Browse - CN_I_CONNECTIE",
2229,"Browse - BX_BERSRTEXTENSI",
2230,"Browse - MV_MONITORVIEWER",
2231,"Browse - MC_MONITORCONTRO",
2232,"Browse - ST_SETTINGS",
2233,"Browse - EM_ERRORMONITOR",
2234,"Browse - UM_UITVALMONITOR",
2235,"Browse - BBR_BERICHTBRON",
2236,"Browse - BBB_BERICHTBRONB",
2237,"Browse - SO_O_SINGLEORDER",
2238,"Browse - SC_O_SNGLORDCANC",
2239,"Browse - ER_I_EXECUTIONRE",
2240,"Browse - ER_I_EXEC.REP De S1",
2241,"Browse - CR_I_ORDCANCELRE",
2242,"Browse - BR_I_BUSINSMSGRE",
2243,"Browse - FF_I_FREEFORMATT",
2244,"Browse - HG_I_TRADINGSESS",
2245,"Browse - HF_I_SECURITYSTA",
2246,"Browse - OM_O_ORDCANCLREP",
2247,"Browse - CB_I_COMBEXECREP",
2248,"Browse - CC_O_COMBORDCANC",
2249,"Browse - CO_O_COMBIORDERN",
2250,"Browse - CR_I_COMBORDCANC",
2251,"Browse - CM_O_COMBORDCANR",
2252,"Browse - VDF_I_LISTING_DE",
2253,"Browse - VDF_I_INSTRUMENT",
2254,"Browse - VDF_I_INSTITUTIO",
2255,"Browse - TCS_O_DECLARATIO",
2256,"Browse - TCS_O_CANCELLATI",
2257,"Browse - TCS_I_REJECTION_",
2258,"Browse - MAX_MSG_IDS",
2259,"Browse - CIO_SALDOVRZK_SP",
2260,"Browse - CII_SALDOANTW_SP",
2261,"Browse - CIO_GELDBOEK_SPR",
2262,"Browse - CII_NW_DEPOT_SPR",
2263,"Browse - RFR_I_RECEIVEDFI",
2264,"Browse - SFR_O_SENDFILERQ",
2265,"Browse - QR_O_QUOTEREQUES",
2266,"Browse - INKOMEND_NATIVE_",
2267,"Browse - UITGAAND_NATIVE_",
2268,"--Sjabloon",
2269,"DISP-Max. aantal licentie",
2270,"DISP-Ingelogde Gebruikers",
2271,"Gesorteerd op Terminalnr S2",
2272,"Gesorteerd op Application S3",
2273,"Gesorteerd op User S4",
2274,"Sessie in First Rows zett",
2275,"Sessie in Trace zetten",
2276,"INV-Browse Bestanden",
2277,"WIN-Bestanden S2",
2278,"INV-HR_HEADER S3",
2279,"WIN-Berichtsoorten S4",
2280,"Vergelijk standaard prog'",
2281,"Vergelijk standaard prog'",
2282,"Aanroep taken en programm",
2283,"Tonen S1",
2284,"Macro instellen Rights (F",
2285,"Macro instellen Rights (P",
2286,"WIN-BIC-codes",
2287,"WIN-Relaties SWIFT",
2288,"WIN-Rekeningen SWIFT",
2289,"WIN-SWIFT banken nummer",
2290,"STAM-Rel. SUB (Uitkeringsrek)",
2291,"WIN-Modelportefeuille Bel.Giro",
2292,"WIN-Bel.instr. Bel.Giro",
2293,"OND-MP Bel.Giro/Kopiëren",
2294,"OND-Modelportefeuille Bel.Giro",
2295,"OND-MP Bel.Giro/Liq.Middelen",
2296,"OND-MP Bel.Giro Eigen Pos/Rend",
2297,"OND-MP_Bel.Giro Sel. Eigen Pos",
2298,"WIN-Reminderschema's",
2299,"STAM-Rel. SUB (Mailing Adres.)",
2300,"Sub-Mailing Adres (Bijwerken)",
2301,"STAM-Rel. SUB (Corresp2. geg.)",
2302,"WIN-BGS Fondsen per Stichting",
2303,"Zoek op fondsomschrijving",
2304,"RB137 - Tegenrekeningen",
2305,"OA106 - Beursindentificaties",
2306,"OA107 - Relatie/Rekening",
2307,"OA108 - Instructiecodes per MT",
2308,"WIN-Inkomenssoorten",
2309,"-SoortLegitimatie",
2310,"TB233 - Categorieen",
2311,"TB234 - STAM Categorieen",
2312,"TB235 - DISP Categorieen",
2313,"TB236 - RAPP Categorieen",
2314,"RB154 - Holders",
2315,"RB155 - Holders/Controleer Geg",
2316,"OA112 - Royeren Order Vestima",
2317,"RB175 - Onderhoud Tegenrek.",
2318,"RB179 - Product/Intermediairs",
2319,"RB180 - Wijzig Product/Interm.",
2320,"RB181 - Producten/Interm.Hist.",
2321,"PM124 - Datum Verm. Staat",
2322,"RB183 - STAM-Rel Intermediair",
2323,"RB221 - Holders/Controleer Int",
2324,"RB228 - WIN Holders SQL",
2325,"RB229 - ZoekfunctieHolders",
2326,"RB251 - Renteconditie/Gaten",
2327,"PM141 - Scherm Segmenten",
2328,"PM142 - Corrigeren",
2329,"PM143 - Herblokkeren",
2330,"RB262 - Aanmaningen",
2331,"RB267 - Notities",
2332,"RB291- Holder kenmerken",
2333,"RB165 - Zoeken Gegevens",
2334,"RB294 - Tonen actuele renteper",
2335,"RB305 - Holder adressen",
2336,"RB314 - Fiscale status",
2337,"RB318 - Holder tegenrekeningen",
2338,"RB324 - Adres aanmaken",
2339,"RB325 - BEW/SEW rekeningen",
2340,"RB327 - Black- / Whitelist",
2341,"RB328 - Kopieër BWList",
2342,"RB329 - Creditor Id",
2343,"RB330 - Gen/Wijzig Creditor Id",
2344,"RB334 - (Mede-)holder Toesten",
2345,"RB336 - Identificaties",
2346,"RB340 - Hypotheken",
2347,"TA115 - WIN Strono reden",
2348,"TA116 - Strono reden invoer",
2349,"RB344 - PartyToParty",
2350,"RB345 - PartyToPartyHolder",
2351,"PM176 - Trans. specificatie",
2352,"GA138 - CTRL+O Achterstanden",
2353,"BG001 - Invoer Per.Opdracht",
2354,"BG002 - Beheer Per.Opdrachten",
2355,"BG003 - Selectie Per.Opdracht",
2356,"BG004 - Rapport Per. Opdracht",
2357,"BG005 - Verwijder Period.Opdr.",
2358,"BG006-  Verwerk Period.Opdrcht",
2359,"BG007 - Maak Revisie Voorstel",
2360,"BG008 - Beheer RevisieVoorstel",
2361,"BG009 - Detail Revisievoorstel",
2362,"BG010 - Geldgheid Rev.Voorstel",
2363,"BG011 - Selectie Rev.Voorstel",
2364,"BG012 - Verwerk Rev.Voorstel",
2365,"BG013 - Rapport Rev.Voorstel",
2366,"BG014 - Verwijder Rev.Voorstel",
2367,"BG016 - Revisie Storten",
2368,"BG017 - Revisie Onttrekken",
2369,"BG018 - Rapport Netto Orders",
2370,"BG019 - Rapport Fractie Orders",
2371,"BG020 - DISP Fracties Orders",
2372,"BG021 - Fiat Advieswijziging",
2373,"BG022 - SUFiat Advieswijziging",
2374,"BG023 - Verwerk Beleggingsopd.",
2375,"BG024 - Maak Rebalance Bel.Opd",
2376,"BG025 - Check Beleg.opdracht",
2377,"BG026 - Invoer Beleg.opdracht",
2378,"BG027 - Bel.opdr. Investering",
2379,"BG028 - Bel.opdr. Onttrekking",
2380,"BG029 - Invoer Bel.opdr.Switch",
2381,"BG030 - Onderhoud BGS-opdracht",
2382,"BG032 - Export Reblnc Voorstel",
2383,"BG033 - Genereer BGS opdracht",
2384,"BG036 - Verwerk HIST Bel.opdr.",
2385,"BG037 - OND Bel.Opdr. Orders",
2386,"BG038 - OND Bel.Opdr.Trans.",
2387,"BG039 - OND Bel.Opdr. Selectie",
2388,"BG040 - Voorstel Status Update",
2389,"BG042 -Producten per Stichting",
2390,"BG044 - ReorganiseerBel.opdr.",
2391,"BG045 - GereorganisBel.opdr.",
2392,"BG046 - Gereorg.Bel.opd Invest",
2393,"BG047 - Gereorg.Bel.opd Ontrek",
2394,"BG048 - Gereorg.Bel.opd Switch",
2395,"BG049 - Gereorg.Bel.opd Select",
2396,"BG051 - Gereorg.Bel.opd Status",
2397,"BG051 - Gereorg.Bel.opdr Order",
2398,"BG052 - Gereorg.Bel.opdr Tran.",
2399,"BG053 - Gereorg.Bel.opdrVoorst",
2400,"BG054 - Aanmaken Advies",
2401,"BG055 - Rapportage Adviezen",
2402,"BG056 - Delete Temp.Opdr./Rev.",
2403,"BG057 - Period. Bel.Opdrachten",
2404,"BG058 - Period. Bel.Opdr./Inv.",
2405,"BG059 - Period. Bel.Opdr./Ont.",
2406,"BG060 - Periodieke Bel. Opdr.",
2407,"BG061 - Period. Bel.Opdr./Sel.",
2408,"BG062 - Verwerk Per.Bel. Opdr.",
2409,"BG063 - Verwijder Tmp.Per.Opd.",
2410,"BG064 - Switch revisievoorstel",
2411,"BG065 - Maken Revisie Switch",
2412,"BG069 - Summary Check",
2413,"BG070 - BGS Fonds per Stichtng",
2414,"BG071 - Revisierun Overzicht",
2415,"BG072 - Verz.Order Selectie",
2416,"BG073 - Actieve Verwerksessies",
2417,"BG074 - Niet Doorgeb. Transact",
2418,"BG076 - Bereken Restant Fracti",
2419,"BG077 - Fiatteren Advies",
2420,"BG078 - SUB Fiatteren Advies",
2421,"BG079 - Statusverloop",
2422,"BG080 - Onderhoud LifeCycles",
2423,"BG081 - Verwijderen LifeCycles",
2424,"BG082 - Schonen LifeCycles",
2425,"BG083 - Toetsen LifeCycles",
2426,"BG084 -Printen LifeCycles",
2427,"BG085 - Onderhoud LC details",
2428,"HELAAS -Geen help gedefinieerd",
2429,"BS002 - Processen",
2430,"BS003 - -CTL Nummers",
2431,"BS004 - BatchServers",
2432,"BS005 - MNU-BatchServer",
2433,"BS007 - Batchopdrachten",
2434,"BS008 -Batchopdrachten",
2435,"BS009 - Batchopdrachten",
2436,"BS011 - Logboek",
2437,"BS012 - SUB_Extra Instellingen",
2438,"BS013 - Stop Multi-Unattended",
2439,"BS014 - MNU-Instellingen",
2440,"BS015 - Opschonen BS - files",
2441,"BS016 - Schonen Logboek",
2442,"HELAAS - Geen Help Beschikbaar",
2443,"C1001 - Geldmutatie-overzicht",
2444,"C1003 - Jaaroverzicht",
2445,"C1004 - Boekhoud overzicht",
2446,"C1005 - Mut-overzicht (Detail)",
2447,"C1006 - Pos.overzicht (Detail)",
2448,"C1007 - Vul Fonds_Pos_Mailing",
2449,"C1008 - Positie Mailings",
2450,"C1009 - Uitsluiting tegenrel.",
2451,"C1010 - Verzenddagen",
2452,"C1011 - Verzenddagen",
2453,"C1012 - Verzenddagen",
2454,"C1013 - Initialiseer verznddag",
2455,"C1014 - Initialiseer Freq. SP",
2456,"C1015 - Inkomstenbelasting",
2457,"C1016 - Max_Aantal_Karakters",
2458,"C1017 - Periodic client report",
2459,"C1022 - Check Summary",
2460,"C1023 - Check Summary",
2461,"C1024 - PerformanceOvz PCR",
2462,"C1025 - PortefeuilleAnalysePCR",
2463,"C1026 - PositieOverzicht PCR",
2464,"C1027 - StortingOntrekking PCR",
2465,"C1028 - Mutatieoverzicht PCR",
2466,"C1029 - Inkomstenoverzicht PCR",
2467,"C1030 - MutatieRek.Courant PCR",
2468,"C1031 - Instelling ClntReport",
2469,"C1032 - Performance rap. runs",
2470,"C1033 - Hist. Client Afdrukken",
2471,"C1034 - Hist. Client Verwijder",
2472,"C1035 - Vermogensanalyse",
2473,"C1040 - Mailbox",
2474,"C1041 - Genereren Mailbox Beve",
2475,"C1042 - Inhoud Mailbox bevesti",
2476,"C1043 - Controle Saldi dagafsc",
2477,"C1044 - Dekkings Overzicht",
2478,"C1045 - Obligo Overzicht",
2479,"C1046 - Expiratie berichten",
2480,"C1047 - Algemeen Overzicht",
2481,"C1048 - Performance per Period",
2482,"C1049 - Ber. Hist. Rendement",
2483,"C1050 - Mutatie Overzicht",
2484,"C1051 - Rendement per periode",
2485,"C1052 - Verwijder ODBC-bestand",
2486,"C1053 - Rapport Rente Staffels",
2487,"C1054 - Corresp. Tekst",
2488,"C1055 - Rapp Corresp. Tekst",
2489,"C1056 - Rapp gebruikte Tekst",
2490,"C1057 - Client Output Printer",
2491,"C1058 - Fonts",
2492,"ALG006 - WIN programma",
2493,"C1059 - Hist Client Disp Afdru",
2494,"C1060 - Hist Client Disp Verwi",
2495,"HELAAS - Geen Help Beschikbaar",
2496,"C2001 - Verzenddagen",
2497,"C2002 - Fiscale Rapportage Cl",
2498,"C2003 - Positie/Margin/Groei",
2499,"C2004 - Proces AnswrPort Files",
2500,"C2006 - Genereren reminders",
2501,"C2007 - Belegd vermogen",
2502,"C2008 - Fiscale Jaaropgave",
2503,"C2009 - GenererenRapportBSR",
2504,"C2010 - Verm.beh.rapportage",
2505,"C2011 - Genereren RekAfschrift",
2506,"C2012 - Printen Nota/Dagafschr",
2507,"C2013 - RAPS - Testprint",
2508,"C2014 - INV-Vrije Tekst Dagafs",
2509,"C2015 - RAPS - Fondsenstaten",
2510,"C2016 - RAPS - Vermogensstaat",
2511,"C2017 - INV-Brieven Positie/Ma",
2512,"C2018 - INV-Genereer Relatie/b",
2513,"C2019 - OND-Relatiebatches",
2514,"C2020 - DISP-Relaties/batch",
2515,"C2021 - RAPS - Relaties per ba",
2516,"C2022 - INV-Mutatieoverzicht",
2517,"C2023 - MNU-Verm.Beh.Rap.Inste",
2518,"C2024 - RapportageLiquideSaldi",
2519,"C2025 - output status/einddat.",
2520,"C6001 - TekortBrief",
2521,"C6002 - Conditionele_Brieven",
2522,"C6003 - Expiratiebrief",
2523,"C6004 - Kwrtaal/Jaar Overzicht",
2524,"C6005 - Waarschuwingsteksten",
2525,"C6006 - Rapportage Comm.ruimte",
2526,"C6007 - Onderhoud regels",
2527,"C6008 - Commerciele tekstregel",
2528,"C6009 - Correspondentie tekst",
2529,"C6010 - Diverse berichtsoorten",
2530,"C6011 - Initialiseer Verznddag",
2531,"C6012 - Verzenddagen",
2532,"C6013 - Verzenddagen",
2533,"C6014 - Verzendperiode",
2534,"C6015 - Initialiseer Freq. SP",
2535,"C6016 - MarginBrief",
2536,"C6017 - Inst Printstraat",
2537,"C6018 - AanmakenClientOutput",
2538,"C6019- Reseve",
2539,"C6020 - CorpActionBrief",
2540,"C6021 - PribaKwartaalRapPeriod",
2541,"C6022 - PribaKwartaalRapIncid",
2542,"C6023 - Inst KwartaalRap-Priba",
2543,"C6024- PribaRebalanceRapPeriod",
2544,"C6025 - PribaRebalanceRapIncid",
2545,"C6026 - Inst RebalanceRapPriba",
2546,"C6027 - Inst Assetclass",
2547,"C6028 -Disp Histbestandsnamen",
2548,"C6029 -Schonen QRAP-data",
2549,"C6030 - Priba Reb. Regulier",
2550,"C6031 - Priba Reb. Incidenteel",
2551,"C6032 - Rebalance adviesbrief",
2552,"C6033 - StatementProducerStart",
2553,"C6034 - Papierloos",
2554,"C6035 - Genereren berichten",
2555,"C6036 - Correspondentie tekste",
2556,"C6037 - RapportGebruikteCorr.",
2557,"C6038 - Tekorten dagen",
2558,"C6039 - Instellingen (Sub)Asse",
2559,"C6040 - Selectie Fondsen",
2560,"C6041 - RapportageBrieven",
2561,"C6042 - LossendeObligaties",
2562,"C6043 - TekortBrief",
2563,"C6044 - Expiratiebrief",
2564,"C6045 - MarginBrief",
2565,"C6046 - Rebalance adviesbrief",
2566,"C6047 - PribaKwartaalRapPeriod",
2567,"C6048 - PribaKwartaalRapIncid",
2568,"C6049 - Priba Reb. Regulier",
2569,"C6050 - Priba Reb. Incidenteel",
2570,"C6054 - Kwrtaal/Jaar Overzicht",
2571,"C6055 - StatementProducerStart",
2572,"C7001- Genereren financieel ov",
2573,"C7002- Informeren per rekening",
2574,"C7003- Output status/einddatum",
2575,"C7004 - Genereren jaaroverzich",
2576,"C7005 - Genereren dagafschrift",
2577,"C8001- MNU - Template",
2578,"C8002 - Overzicht bntlnd uitke",
2579,"C8003 - Rekening beëindigen",
2580,"C8004 - Genereren jaaroverzich",
2581,"C8005 - Genereren dagafschrift",
2582,"HELAAS - Geen Help Beschikbaar",
2583,"PP025 - Aanmaak Aflossingen",
2584,"HELAAS GEEN HELP BESCHIKBAAR",
2585,"CF001-Financial Transaction Ta",
2586,"CF002-Financial Transaction Ta",
2587,"CF003-Financial Transaction Ta",
2588,"CF004-Financial Transaction Ta",
2589,"CF005-Financial Transaction Ta",
2590,"CF006-Financial Transaction Ta",
2591,"CF007-Financial Transaction Ta",
2592,"CF008-Financial Transaction Ta",
2593,"CF009-Financial Transaction Ta",
2594,"HELAAS - Geen Help Beschikbaar",
2595,"CI002 - Onderhoud Connecties",
2596,"CI004 - Browse - HR_Header",
2597,"CI005 - Browse - ER_ErrorCodes",
2598,"CI006 - Browse - ErrorMessage",
2599,"CI007 - Browse - ProcesID's",
2600,"Ci008 - Browse - EP-Berichtsoo",
2601,"CI011 - Browse - I_Connectie",
2602,"CI012 - Browse - Onbekend Ber",
2603,"CI013 - Browse - SingleOrder",
2604,"CI014 - Browse - SnglOrdCanc",
2605,"CI015 - Browse - ExecutionRe",
2606,"CI016 - Browse - CR-I_OrdCancl",
2607,"CI017 - Browse - BR-I_Bus.MsgR",
2608,"CI018 - Browse - FF-I_FreeForm",
2609,"CI019 - Browse - HF-I_Security",
2610,"CI020 - Viewer",
2611,"CI021 - Onderhoud Berichtsoo",
2612,"CI022 - Display Bewaartermij",
2613,"CI023 - Verwijderen berichte",
2614,"CI024 - Onderhoud Monitor",
2615,"CI025  -Onderhoud Settings",
2616,"CI026 - Browse - MonitorViewer",
2617,"CI027 - Browse - MonitorContro",
2618,"CI028 - Browse - ST_Settings",
2619,"CI029 - Browse - ErrorMonitor",
2620,"CI030 - Browse - UitvalMonitor",
2621,"CI031 - Browse - OM-O_OrCanclR",
2622,"CI032 - Viewer",
2623,"CI034-  Viewer",
2624,"CI036 - Disp SWIFT XML Bericht",
2625,"CI037 - Verwerken SWIFT XML",
2626,"CI038 - Disp XML uit.bericht",
2627,"CI039- Routingslips",
2628,"CI040 - WIN Connecties",
2629,"CI041 - WIN Berichtsoorten",
2630,"CI042 - WIN TargetGateway",
2631,"CI043 - Fintegrator Inbound",
2632,"CI044 - Fintegrator Outbound",
2633,"CI045 - EP-CMF berichtsoorten",
2634,"CI046 - Browse - TOEP-RELATIES",
2635,"CI047 - Browse - REQUEST_FOR_T",
2636,"CI048 - Browse - CONFIRMATION_",
2637,"CI049 - WIN FinalDestination",
2638,"CI050 - MNU-JMS-Koppeling",
2639,"HELAAS - Geen Help Beschikbaar",
2640,"DA009 - Inhoud mailbox",
2641,"DA010 - Init-GrootboekBatch",
2642,"DA011 - Opstarten NP (Online)",
2643,"DA012 - Genereren Mailbox",
2644,"DA013 - Mutatielog",
2645,"DA014 - Transactiesoorten/Boek",
2646,"DA015 - Toon Controle melding",
2647,"DA018 - Audit Bestanden",
2648,"DA019 - Mutatielog omschrijvin",
2649,"DA020 - DISP-Transactieboeken",
2650,"DA021 - Transactieboeken",
2651,"DA022 - Verwijd.transactieben",
2652,"DA023 - Transsoorten",
2653,"DA024 - Disp Transsoorten",
2654,"DA025 - RAPP-Transoorten",
2655,"DA026- Disp- soorten per stuk",
2656,"DA030- Blokkeren webuser",
2657,"Helaas - Geen Help Beschikbaar",
2658,"DB002 - MNU-passwordMaintenanc",
2659,"DB003 - Password details",
2660,"DB004 - Toevoegen schema",
2661,"HELAAS - Geen Help Beschikbaar",
2662,"AB001 - STAM-AB-Instellingen",
2663,"AB006 - STAM-EMAIL/SMS instel",
2664,"AB007- Template instellingen",
2665,"AM001- Instellingen",
2666,"BG015 - INV-Instellingen BG",
2667,"BG031 - INV-Ins Bel.Giro.Btch",
2668,"BG034 - INV-Instell BG rap",
2669,"BG035 - INV-Instel.Ge Bel.opdr",
2670,"BG041 - INV-Instel Stichgsrels",
2671,"BG066 - INV-Instel BGS prvisie",
2672,"BG067 - Inst. BGS rev.vrst.",
2673,"BG068 - Inst. BGS distr.kan",
2674,"BG069 - Check Summary",
2675,"BS001 - MNUO-Instellingen",
2676,"CL001 - MNU-Clearing instel",
2677,"CRBAN003 - INV-Instel W/Z tijd",
2678,"C1020 - INV-Perform instel",
2679,"C1021 - Benchmark per profiel",
2680,"DA001 - STAM-NachtProcedure",
2681,"DA016 - INV-Nota's",
2682,"DA017 - INV-Mailbox instel",
2683,"EB002 - INV-Inst Zwaarst fonds",
2684,"SE052 - STAM-Uitvalrek",
2685,"OA114 - VERW-Autocodes",
2686,"EP029 - INV-Openstaande posten",
2687,"EP033 - MNU-Instellingen FTP_",
2688,"EP037 - INV-Instellingen Kal.",
2689,"EP041 - Instellingen ProdConv.",
2690,"FA003 - WIN-Soort export best",
2691,"FA011 - INV-Dimensies",
2692,"FB062 - INV-RatingType Vkeur",
2693,"FI001 - OND-Instellingen IB",
2694,"FI002 - OND-Informatiesoort",
2695,"FI022 - Instelling_CA",
2696,"GA027 - STAM- Equens Instellin",
2697,"GA046 - STAM Instellingen",
2698,"GA050 - INV-ClieOp Instel",
2699,"GA054 - STAM-Internet instell",
2700,"GA055 - Internet Instellingen",
2701,"GA057 - Interpay Export S1",
2702,"GA061 - STAM Instell GA_Rap",
2703,"HEL001 - MNU Rapport HelpRegis",
